,zip,number
172,11693,0.48739364005695357
173,11228,2.77265011344207
174,11096,0.0061560432382906476
175,10305,0.8811772078926201
176,11229,3.388760537698846
177,11214,3.4622255552404084
178,11691,1.576473780706596
179,11096,0.0061560432382906476
180,11223,3.5613217818399776
181,11693,0.48739364005695357
182,11692,1.7334659311214824
183,11235,2.9882496103157608
184,11693,0.48739364005695357
185,10306,0.8366892417528621
186,11694,1.3675218902751989
187,11224,1.4748838156556494
188,10308,1.143407311249137
189,11697,0.08078306301711116
190,10312,0.8970506996752412
191,10309,0.40947795804163867
192,10307,0.691095323874641
193,10280,2.658772118897917
194,10048,0.051398637786277804
195,10279,24.071413971304146
196,10165,7.847019374985705
197,10168,20.496134421220074
198,10055,2.14917771394726
199,10105,14.680077320037032
200,10118,5.2325363478786215
201,10176,2.7338703415844745
202,10162,19.96682946713047
203,10019,8.287488045637941
204,10111,2.522649187063308
205,10170,1.2946413551593428
206,10112,23.35226146611209
207,10122,3.004983365265677
208,10107,8.684258465734134
209,10103,7.016060818118877
210,10153,4.232032523604509
211,10174,3.8458731889115136
212,10166,0.0
213,10169,23.095613327344605
214,10167,1.8535409253197102
215,10177,6.075813735606478
216,10172,5.277104521243598
217,10171,5.100937799036062
218,10154,3.0322631896581322
219,10152,2.836879514504244
220,10270,0.0
221,10104,0.0
222,10271,7.514692665819923
223,10110,5.176698724446726
224,10175,0.0
225,10151,26.660095649930852
226,10173,5.838979493257802
227,10178,1.5593618562720502
228,10119,8.940370403787995
229,10121,23.37000729289808
230,10115,2.0914631676154785
231,10123,15.49087135866193
232,10106,11.271215036556693
233,10158,3.9552748656472647
234,10041,3.2668328041047108
235,10120,25.583246701969436
236,10278,2.322138743993547
237,10155,3.2277992872268135
238,10022,7.990047010909338
239,10043,0.0
240,10081,0.0
241,10096,0.23749519691426696
242,10097,0.0
243,10196,0.0
244,10196,0.0
245,10275,0.0
246,10265,0.0
247,10045,1.6733256163077979
248,10047,0.0
249,10047,0.0
250,10080,0.12968243103939517
251,10203,0.0
252,10259,0.0
253,10260,0.0
254,10285,0.0
255,10286,0.0
256,11370,1.5302544095680701
257,10065,5.171910735282077
258,10075,9.331230752977952
259,10069,2.183474321579168
260,10281,1.7743687423144603
261,10282,3.751709356674085
