Complaint Type,year,month,monthSize
Traffic Signal Condition,2018,4,3094
Traffic Signal Condition,2018,5,2823
Traffic Signal Condition,2018,6,2627
Traffic Signal Condition,2018,7,3289
Traffic Signal Condition,2018,8,5213
Traffic Signal Condition,2018,9,3053
Traffic Signal Condition,2018,10,3166
Traffic Signal Condition,2018,11,3068
Traffic Signal Condition,2018,12,3220
Traffic Signal Condition,2019,1,3675
Traffic Signal Condition,2019,2,3309
Traffic Signal Condition,2019,3,3626
Traffic Signal Condition,2019,4,3441
Traffic Signal Condition,2019,5,3052
Traffic Signal Condition,2019,6,3254
Traffic Signal Condition,2019,7,3771
Traffic Signal Condition,2019,8,3119
Traffic Signal Condition,2019,9,2669
Traffic Signal Condition,2019,10,3343
Traffic Signal Condition,2019,11,3098
Traffic Signal Condition,2019,12,3585
Traffic Signal Condition,2020,1,3165
Traffic Signal Condition,2020,2,3120
Traffic Signal Condition,2020,3,2259
Traffic Signal Condition,2020,4,720
Traffic/Illegal Parking,2010,1,2555
Traffic/Illegal Parking,2010,2,2439
Traffic/Illegal Parking,2010,3,2823
Traffic/Illegal Parking,2010,4,2726
Traffic/Illegal Parking,2010,5,3202
Traffic/Illegal Parking,2010,6,302
Trans Fat,2010,2,1
Trans Fat,2010,3,1
Trans Fat,2010,4,1
Trans Fat,2010,5,2
Trans Fat,2011,2,1
Trans Fat,2011,5,1
Trans Fat,2011,9,1
Trans Fat,2012,4,1
Trans Fat,2012,5,1
Trans Fat,2012,9,1
Trans Fat,2012,11,1
Trans Fat,2012,12,2
Trans Fat,2013,8,3
Trans Fat,2013,10,1
Trans Fat,2014,3,1
Trans Fat,2014,7,2
Trans Fat,2014,8,1
Trans Fat,2016,5,1
Trans Fat,2016,6,1
Trans Fat,2016,8,1
Trans Fat,2017,2,2
Trans Fat,2017,6,1
Trans Fat,2018,5,1
Trans Fat,2018,6,1
Trans Fat,2019,5,1
Transportation Provider Complaint,2010,1,5
Transportation Provider Complaint,2010,3,1
Transportation Provider Complaint,2010,4,2
Transportation Provider Complaint,2010,6,1
Transportation Provider Complaint,2010,10,1
Transportation Provider Complaint,2011,2,3
Transportation Provider Complaint,2011,4,2
Transportation Provider Complaint,2011,7,1
Transportation Provider Complaint,2011,11,3
Transportation Provider Complaint,2012,3,1
Transportation Provider Complaint,2012,4,1
Transportation Provider Complaint,2012,5,6
Transportation Provider Complaint,2012,6,12
Transportation Provider Complaint,2012,7,6
Transportation Provider Complaint,2012,8,2
Transportation Provider Complaint,2012,10,2
Transportation Provider Complaint,2013,1,3
Transportation Provider Complaint,2013,2,3
Transportation Provider Complaint,2013,3,4
Transportation Provider Complaint,2013,4,1
Transportation Provider Complaint,2013,5,3
Transportation Provider Complaint,2013,7,1
Transportation Provider Complaint,2013,9,3
Transportation Provider Complaint,2013,10,5
Transportation Provider Complaint,2013,12,3
Transportation Provider Complaint,2014,2,4
Transportation Provider Complaint,2014,5,2
Transportation Provider Complaint,2014,6,1
Transportation Provider Complaint,2014,8,2
Transportation Provider Complaint,2014,9,1
Transportation Provider Complaint,2014,10,1
Transportation Provider Complaint,2014,11,2
Transportation Provider Complaint,2014,12,2
Transportation Provider Complaint,2015,1,2
Transportation Provider Complaint,2015,2,1
Transportation Provider Complaint,2015,3,2
Transportation Provider Complaint,2015,4,6
Transportation Provider Complaint,2015,5,3
Transportation Provider Complaint,2015,9,1
Transportation Provider Complaint,2015,10,4
Transportation Provider Complaint,2015,12,3
Transportation Provider Complaint,2016,2,1
Transportation Provider Complaint,2016,3,2
Transportation Provider Complaint,2016,4,2
Transportation Provider Complaint,2016,5,2
Transportation Provider Complaint,2016,6,1
Transportation Provider Complaint,2016,7,1
Transportation Provider Complaint,2016,8,3
Transportation Provider Complaint,2016,9,1
Transportation Provider Complaint,2017,1,1
Transportation Provider Complaint,2017,2,2
Transportation Provider Complaint,2017,3,2
Transportation Provider Complaint,2017,4,3
Transportation Provider Complaint,2017,5,3
Transportation Provider Complaint,2017,6,6
Transportation Provider Complaint,2017,7,2
Transportation Provider Complaint,2017,8,2
Transportation Provider Complaint,2017,9,2
Transportation Provider Complaint,2017,10,4
Transportation Provider Complaint,2017,12,2
Transportation Provider Complaint,2018,2,4
Transportation Provider Complaint,2018,3,2
Transportation Provider Complaint,2018,4,2
Transportation Provider Complaint,2018,5,4
Transportation Provider Complaint,2018,6,1
Transportation Provider Complaint,2018,7,2
Transportation Provider Complaint,2018,8,3
Transportation Provider Complaint,2018,9,2
Transportation Provider Complaint,2018,10,1
Transportation Provider Complaint,2018,11,2
Transportation Provider Complaint,2018,12,3
Transportation Provider Complaint,2019,1,2
Transportation Provider Complaint,2019,4,1
Trapping Pigeon,2010,5,1
Trapping Pigeon,2016,9,1
Tunnel Condition,2010,2,2
Tunnel Condition,2010,3,1
Tunnel Condition,2010,5,1
Tunnel Condition,2010,6,1
Tunnel Condition,2010,8,1
Tunnel Condition,2010,9,1
Tunnel Condition,2011,2,1
Tunnel Condition,2011,8,2
Tunnel Condition,2012,6,1
Tunnel Condition,2012,10,1
Tunnel Condition,2012,11,1
Tunnel Condition,2013,1,1
Tunnel Condition,2013,2,2
Tunnel Condition,2013,3,1
Tunnel Condition,2013,4,3
Tunnel Condition,2013,5,2
Tunnel Condition,2013,6,2
Tunnel Condition,2013,9,1
Tunnel Condition,2013,10,1
Tunnel Condition,2013,12,4
Tunnel Condition,2014,1,2
Tunnel Condition,2014,2,1
Tunnel Condition,2014,3,1
Tunnel Condition,2014,4,1
Tunnel Condition,2014,5,4
Tunnel Condition,2014,6,1
Tunnel Condition,2014,7,1
Tunnel Condition,2014,8,1
Tunnel Condition,2014,9,2
Tunnel Condition,2015,2,1
Tunnel Condition,2015,3,2
Tunnel Condition,2015,4,2
Tunnel Condition,2015,6,2
Tunnel Condition,2015,7,3
Tunnel Condition,2015,8,1
Tunnel Condition,2015,11,1
Tunnel Condition,2016,2,1
Tunnel Condition,2016,3,2
Tunnel Condition,2016,4,1
Tunnel Condition,2016,5,5
Tunnel Condition,2016,8,2
Tunnel Condition,2016,9,1
Tunnel Condition,2016,10,1
Tunnel Condition,2016,11,1
Tunnel Condition,2017,2,2
Tunnel Condition,2017,3,2
Tunnel Condition,2017,4,1
Tunnel Condition,2017,5,4
Tunnel Condition,2017,6,1
Tunnel Condition,2017,8,3
Tunnel Condition,2017,10,3
Tunnel Condition,2017,11,1
Tunnel Condition,2017,12,2
Tunnel Condition,2018,2,3
Tunnel Condition,2018,3,3
Tunnel Condition,2018,4,1
Tunnel Condition,2018,5,1
Tunnel Condition,2018,6,1
Tunnel Condition,2018,9,1
Tunnel Condition,2018,10,2
Tunnel Condition,2018,11,2
Tunnel Condition,2019,1,3
Tunnel Condition,2019,5,1
Tunnel Condition,2019,11,1
Tunnel Condition,2020,2,2
Tunnel Condition,2020,3,1
UNSANITARY CONDITION,2014,3,3640
UNSANITARY CONDITION,2014,4,5009
UNSANITARY CONDITION,2014,5,5612
UNSANITARY CONDITION,2014,6,5989
UNSANITARY CONDITION,2014,7,7588
UNSANITARY CONDITION,2014,8,7329
UNSANITARY CONDITION,2014,9,7487
UNSANITARY CONDITION,2014,10,7029
UNSANITARY CONDITION,2014,11,5959
UNSANITARY CONDITION,2014,12,6147
UNSANITARY CONDITION,2015,1,5953
UNSANITARY CONDITION,2015,2,5816
UNSANITARY CONDITION,2015,3,6066
UNSANITARY CONDITION,2015,4,5897
UNSANITARY CONDITION,2015,5,5789
UNSANITARY CONDITION,2015,6,7069
UNSANITARY CONDITION,2015,7,8244
UNSANITARY CONDITION,2015,8,8374
UNSANITARY CONDITION,2015,9,8421
UNSANITARY CONDITION,2015,10,8032
UNSANITARY CONDITION,2015,11,6878
UNSANITARY CONDITION,2015,12,6349
UNSANITARY CONDITION,2016,1,6566
UNSANITARY CONDITION,2016,2,6174
UNSANITARY CONDITION,2016,3,6167
UNSANITARY CONDITION,2016,4,5423
UNSANITARY CONDITION,2016,5,5897
UNSANITARY CONDITION,2016,6,6814
UNSANITARY CONDITION,2016,7,7593
UNSANITARY CONDITION,2016,8,8822
UNSANITARY CONDITION,2016,9,7234
UNSANITARY CONDITION,2016,10,7242
UNSANITARY CONDITION,2016,11,6415
UNSANITARY CONDITION,2016,12,6122
UNSANITARY CONDITION,2017,1,6637
UNSANITARY CONDITION,2017,2,5846
UNSANITARY CONDITION,2017,3,6126
UNSANITARY CONDITION,2017,4,5678
UNSANITARY CONDITION,2017,5,6385
UNSANITARY CONDITION,2017,6,6682
UNSANITARY CONDITION,2017,7,7340
UNSANITARY CONDITION,2017,8,8017
UNSANITARY CONDITION,2017,9,6871
UNSANITARY CONDITION,2017,10,7249
UNSANITARY CONDITION,2017,11,6565
UNSANITARY CONDITION,2017,12,5886
UNSANITARY CONDITION,2018,1,6820
UNSANITARY CONDITION,2018,2,5335
UNSANITARY CONDITION,2018,3,6039
UNSANITARY CONDITION,2018,4,5847
UNSANITARY CONDITION,2018,5,6124
UNSANITARY CONDITION,2018,6,6268
UNSANITARY CONDITION,2018,7,8065
UNSANITARY CONDITION,2018,8,9528
UNSANITARY CONDITION,2018,9,8887
UNSANITARY CONDITION,2018,10,9832
UNSANITARY CONDITION,2018,11,7370
UNSANITARY CONDITION,2018,12,6365
UNSANITARY CONDITION,2019,1,7101
UNSANITARY CONDITION,2019,2,6029
UNSANITARY CONDITION,2019,3,5914
UNSANITARY CONDITION,2019,4,6023
UNSANITARY CONDITION,2019,5,6138
UNSANITARY CONDITION,2019,6,6002
UNSANITARY CONDITION,2019,7,3914
UNSANITARY CONDITION,2019,8,3956
UNSANITARY CONDITION,2019,9,3630
UNSANITARY CONDITION,2019,10,3207
UNSANITARY CONDITION,2019,11,3041
UNSANITARY CONDITION,2019,12,2809
UNSANITARY CONDITION,2020,1,2913
UNSANITARY CONDITION,2020,2,2470
UNSANITARY CONDITION,2020,3,3714
UNSANITARY CONDITION,2020,4,1140
Unleashed Dog,2010,1,77
Unleashed Dog,2010,2,59
Unleashed Dog,2010,3,105
Unleashed Dog,2010,4,99
Unleashed Dog,2010,5,98
Unleashed Dog,2010,6,123
Unleashed Dog,2010,7,107
Unleashed Dog,2010,8,123
Unleashed Dog,2010,9,114
Unleashed Dog,2010,10,86
Unleashed Dog,2010,11,82
Unleashed Dog,2010,12,72
Unleashed Dog,2011,1,64
Unleashed Dog,2011,2,88
Unleashed Dog,2011,3,100
Unleashed Dog,2011,4,101
Unleashed Dog,2011,5,116
Unleashed Dog,2011,6,144
Unleashed Dog,2011,7,120
Unleashed Dog,2011,8,93
Unleashed Dog,2011,9,74
Unleashed Dog,2011,10,44
Unleashed Dog,2011,11,49
Unleashed Dog,2011,12,28
Unleashed Dog,2012,1,48
Unleashed Dog,2012,2,32
Unleashed Dog,2012,3,64
Unleashed Dog,2012,4,58
Unleashed Dog,2012,5,62
Unleashed Dog,2012,6,66
Unleashed Dog,2012,7,74
Unleashed Dog,2012,8,85
Unleashed Dog,2012,9,67
Unleashed Dog,2012,10,52
Unleashed Dog,2012,11,45
Unleashed Dog,2012,12,38
Unleashed Dog,2013,1,60
Unleashed Dog,2013,2,54
Unleashed Dog,2013,3,50
Unleashed Dog,2013,4,54
Unleashed Dog,2013,5,59
Unleashed Dog,2013,6,98
Unleashed Dog,2013,7,59
Unleashed Dog,2013,8,63
Unleashed Dog,2013,9,54
Unleashed Dog,2013,10,44
Unleashed Dog,2013,11,35
Unleashed Dog,2013,12,25
Unleashed Dog,2014,1,35
Unleashed Dog,2014,2,39
Unleashed Dog,2014,3,49
Unleashed Dog,2014,4,39
Unleashed Dog,2014,5,56
Unleashed Dog,2014,6,52
Unleashed Dog,2014,7,61
Unleashed Dog,2014,8,41
Unleashed Dog,2014,9,67
Unleashed Dog,2014,10,61
Unleashed Dog,2014,11,29
Unleashed Dog,2014,12,28
Unleashed Dog,2015,1,30
Unleashed Dog,2015,2,30
Unleashed Dog,2015,3,50
Unleashed Dog,2015,4,52
Unleashed Dog,2015,5,80
Unleashed Dog,2015,6,75
Unleashed Dog,2015,7,53
Unleashed Dog,2015,8,59
Unleashed Dog,2015,9,70
Unleashed Dog,2015,10,58
Unleashed Dog,2015,11,50
Unleashed Dog,2015,12,37
Unleashed Dog,2016,1,35
Unleashed Dog,2016,2,39
Unleashed Dog,2016,3,56
Unleashed Dog,2016,4,57
Unleashed Dog,2016,5,61
Unleashed Dog,2016,6,68
Unleashed Dog,2016,7,57
Unleashed Dog,2016,8,54
Unleashed Dog,2016,9,69
Unleashed Dog,2016,10,36
Unleashed Dog,2016,11,45
Unleashed Dog,2016,12,38
Unleashed Dog,2017,1,48
Unleashed Dog,2017,2,56
Unleashed Dog,2017,3,58
Unleashed Dog,2017,4,70
Unleashed Dog,2017,5,60
Unleashed Dog,2017,6,87
Unleashed Dog,2017,7,72
Unleashed Dog,2017,8,85
Unleashed Dog,2017,9,75
Unleashed Dog,2017,10,71
Unleashed Dog,2017,11,38
Unleashed Dog,2017,12,48
Unleashed Dog,2018,1,50
Unleashed Dog,2018,2,75
Unleashed Dog,2018,3,82
Unleashed Dog,2018,4,61
Unleashed Dog,2018,5,95
Unleashed Dog,2018,6,68
Unleashed Dog,2018,7,51
Unleashed Dog,2018,8,65
Unleashed Dog,2018,9,46
Unleashed Dog,2018,10,52
Unleashed Dog,2018,11,46
Unleashed Dog,2018,12,52
Unleashed Dog,2019,1,56
Unleashed Dog,2019,2,52
Unleashed Dog,2019,3,49
Unleashed Dog,2019,4,58
Unleashed Dog,2019,5,56
Unleashed Dog,2019,6,58
Unleashed Dog,2019,7,61
Unleashed Dog,2019,8,53
Unleashed Dog,2019,9,55
Unleashed Dog,2019,10,58
Unleashed Dog,2019,11,33
Unleashed Dog,2019,12,53
Unleashed Dog,2020,1,59
Unleashed Dog,2020,2,64
Unleashed Dog,2020,3,90
Unleashed Dog,2020,4,40
Unlicensed Dog,2012,2,1
Unlicensed Dog,2018,6,8
Unlicensed Dog,2018,7,9
Unlicensed Dog,2018,8,5
Unlicensed Dog,2018,9,3
Unlicensed Dog,2018,10,4
Unlicensed Dog,2018,11,2
Unlicensed Dog,2018,12,5
Unlicensed Dog,2019,1,3
Unlicensed Dog,2019,2,4
Unlicensed Dog,2019,3,7
Unlicensed Dog,2019,4,6
Unlicensed Dog,2019,5,7
Unlicensed Dog,2019,6,7
Unlicensed Dog,2019,7,4
Unsanitary Animal Facility,2010,1,4
Unsanitary Animal Facility,2010,2,7
Unsanitary Animal Facility,2010,3,15
Unsanitary Animal Facility,2010,4,10
Unsanitary Animal Facility,2010,5,9
Unsanitary Animal Facility,2010,6,5
Unsanitary Animal Facility,2010,7,10
Unsanitary Animal Facility,2010,8,12
Unsanitary Animal Facility,2010,9,8
Unsanitary Animal Facility,2010,10,4
Unsanitary Animal Facility,2010,11,3
Unsanitary Animal Facility,2010,12,3
Unsanitary Animal Facility,2011,1,6
Unsanitary Animal Facility,2011,2,3
Unsanitary Animal Facility,2011,3,6
Unsanitary Animal Facility,2011,4,7
Unsanitary Animal Facility,2011,5,5
Unsanitary Animal Facility,2011,6,8
Unsanitary Animal Facility,2011,7,7
Unsanitary Animal Facility,2011,8,16
Unsanitary Animal Facility,2011,9,5
Unsanitary Animal Facility,2011,10,5
Unsanitary Animal Facility,2011,11,10
Unsanitary Animal Facility,2011,12,5
Unsanitary Animal Facility,2012,1,2
Unsanitary Animal Facility,2012,2,3
Unsanitary Animal Facility,2012,3,8
Unsanitary Animal Facility,2012,4,4
Unsanitary Animal Facility,2012,5,6
Unsanitary Animal Facility,2012,6,10
Unsanitary Animal Facility,2012,7,11
Unsanitary Animal Facility,2012,8,9
Unsanitary Animal Facility,2012,9,8
Unsanitary Animal Facility,2012,10,12
Unsanitary Animal Facility,2012,11,6
Unsanitary Animal Facility,2012,12,1
Unsanitary Animal Facility,2013,1,4
Unsanitary Animal Facility,2013,2,4
Unsanitary Animal Facility,2013,3,7
Unsanitary Animal Facility,2013,4,7
Unsanitary Animal Facility,2013,5,5
Unsanitary Animal Facility,2013,6,10
Unsanitary Animal Facility,2013,7,17
Unsanitary Animal Facility,2013,8,6
Unsanitary Animal Facility,2013,9,4
Unsanitary Animal Facility,2013,10,8
Unsanitary Animal Facility,2013,11,3
Unsanitary Animal Facility,2013,12,7
Unsanitary Animal Facility,2014,1,5
Unsanitary Animal Facility,2014,2,15
Unsanitary Animal Facility,2014,3,10
Unsanitary Animal Facility,2014,4,9
Unsanitary Animal Facility,2014,5,8
Unsanitary Animal Facility,2014,6,15
Unsanitary Animal Facility,2014,7,13
Unsanitary Animal Facility,2014,8,14
Unsanitary Animal Facility,2014,9,12
Unsanitary Animal Facility,2014,10,13
Unsanitary Animal Facility,2014,11,7
Unsanitary Animal Facility,2014,12,3
Unsanitary Animal Facility,2015,1,8
Unsanitary Animal Facility,2015,2,2
Unsanitary Animal Facility,2015,3,7
Unsanitary Animal Facility,2015,4,6
Unsanitary Animal Facility,2015,5,8
Unsanitary Animal Facility,2015,6,9
Unsanitary Animal Facility,2015,7,13
Unsanitary Animal Facility,2015,8,7
Unsanitary Animal Facility,2015,9,9
Unsanitary Animal Facility,2015,10,5
Unsanitary Animal Facility,2015,11,3
Unsanitary Animal Facility,2015,12,12
Unsanitary Animal Facility,2016,1,7
Unsanitary Animal Facility,2016,2,6
Unsanitary Animal Facility,2016,3,4
Unsanitary Animal Facility,2016,4,6
Unsanitary Animal Facility,2016,5,5
Unsanitary Animal Facility,2016,6,3
Unsanitary Animal Facility,2016,7,4
Unsanitary Animal Facility,2016,8,3
Unsanitary Animal Facility,2016,9,11
Unsanitary Animal Facility,2016,10,5
Unsanitary Animal Facility,2016,11,5
Unsanitary Animal Facility,2016,12,6
Unsanitary Animal Facility,2017,1,4
Unsanitary Animal Facility,2017,2,6
Unsanitary Animal Facility,2017,3,5
Unsanitary Animal Facility,2017,4,7
Unsanitary Animal Facility,2017,5,6
Unsanitary Animal Facility,2017,6,7
Unsanitary Animal Facility,2017,7,5
Unsanitary Animal Facility,2017,8,10
Unsanitary Animal Facility,2017,9,11
Unsanitary Animal Facility,2017,10,6
Unsanitary Animal Facility,2017,11,5
Unsanitary Animal Facility,2017,12,2
Unsanitary Animal Facility,2018,1,4
Unsanitary Animal Facility,2018,2,3
Unsanitary Animal Facility,2018,3,3
Unsanitary Animal Facility,2018,4,5
Unsanitary Animal Facility,2018,5,10
Unsanitary Animal Facility,2018,6,5
Unsanitary Animal Facility,2018,7,4
Unsanitary Animal Facility,2018,8,10
Unsanitary Animal Facility,2018,9,9
Unsanitary Animal Facility,2018,10,8
Unsanitary Animal Facility,2018,11,3
Unsanitary Animal Facility,2018,12,4
Unsanitary Animal Facility,2019,1,1
Unsanitary Animal Facility,2019,2,4
Unsanitary Animal Facility,2019,3,5
Unsanitary Animal Facility,2019,4,4
Unsanitary Animal Facility,2019,5,5
Unsanitary Animal Facility,2019,6,6
Unsanitary Animal Facility,2019,7,8
Unsanitary Animal Facility,2019,8,11
Unsanitary Animal Facility,2019,9,4
Unsanitary Animal Facility,2019,10,7
Unsanitary Animal Facility,2019,11,4
Unsanitary Animal Facility,2019,12,4
Unsanitary Animal Facility,2020,1,8
Unsanitary Animal Facility,2020,2,3
Unsanitary Animal Facility,2020,3,4
Unsanitary Animal Facility,2020,4,1
Unsanitary Animal Pvt Property,2010,1,142
Unsanitary Animal Pvt Property,2010,2,111
Unsanitary Animal Pvt Property,2010,3,156
Unsanitary Animal Pvt Property,2010,4,174
Unsanitary Animal Pvt Property,2010,5,221
Unsanitary Animal Pvt Property,2010,6,274
Unsanitary Animal Pvt Property,2010,7,263
Unsanitary Animal Pvt Property,2010,8,249
Unsanitary Animal Pvt Property,2010,9,237
Unsanitary Animal Pvt Property,2010,10,191
Unsanitary Animal Pvt Property,2010,11,137
Unsanitary Animal Pvt Property,2010,12,107
Unsanitary Animal Pvt Property,2011,1,114
Unsanitary Animal Pvt Property,2011,2,202
Unsanitary Animal Pvt Property,2011,3,169
Unsanitary Animal Pvt Property,2011,4,236
Unsanitary Animal Pvt Property,2011,5,274
Unsanitary Animal Pvt Property,2011,6,337
Unsanitary Animal Pvt Property,2011,7,274
Unsanitary Animal Pvt Property,2011,8,241
Unsanitary Animal Pvt Property,2011,9,251
Unsanitary Animal Pvt Property,2011,10,182
Unsanitary Animal Pvt Property,2011,11,138
Unsanitary Animal Pvt Property,2011,12,126
Unsanitary Animal Pvt Property,2012,1,130
Unsanitary Animal Pvt Property,2012,2,157
Unsanitary Animal Pvt Property,2012,3,246
Unsanitary Animal Pvt Property,2012,4,187
Unsanitary Animal Pvt Property,2012,5,267
Unsanitary Animal Pvt Property,2012,6,256
Unsanitary Animal Pvt Property,2012,7,281
Unsanitary Animal Pvt Property,2012,8,243
Unsanitary Animal Pvt Property,2012,9,186
Unsanitary Animal Pvt Property,2012,10,164
Unsanitary Animal Pvt Property,2012,11,159
Unsanitary Animal Pvt Property,2012,12,139
Unsanitary Animal Pvt Property,2013,1,132
Unsanitary Animal Pvt Property,2013,2,133
Unsanitary Animal Pvt Property,2013,3,150
Unsanitary Animal Pvt Property,2013,4,197
Unsanitary Animal Pvt Property,2013,5,257
Unsanitary Animal Pvt Property,2013,6,261
Unsanitary Animal Pvt Property,2013,7,219
Unsanitary Animal Pvt Property,2013,8,228
Unsanitary Animal Pvt Property,2013,9,139
Unsanitary Animal Pvt Property,2013,10,130
Unsanitary Animal Pvt Property,2013,11,72
Unsanitary Animal Pvt Property,2013,12,78
Unsanitary Animal Pvt Property,2014,1,111
Unsanitary Animal Pvt Property,2014,2,127
Unsanitary Animal Pvt Property,2014,3,159
Unsanitary Animal Pvt Property,2014,4,163
Unsanitary Animal Pvt Property,2014,5,195
Unsanitary Animal Pvt Property,2014,6,249
Unsanitary Animal Pvt Property,2014,7,231
Unsanitary Animal Pvt Property,2014,8,254
Unsanitary Animal Pvt Property,2014,9,217
Unsanitary Animal Pvt Property,2014,10,189
Unsanitary Animal Pvt Property,2014,11,107
Unsanitary Animal Pvt Property,2014,12,106
Unsanitary Animal Pvt Property,2015,1,118
Unsanitary Animal Pvt Property,2015,2,131
Unsanitary Animal Pvt Property,2015,3,209
Unsanitary Animal Pvt Property,2015,4,237
Unsanitary Animal Pvt Property,2015,5,245
Unsanitary Animal Pvt Property,2015,6,267
Unsanitary Animal Pvt Property,2015,7,283
Unsanitary Animal Pvt Property,2015,8,251
Unsanitary Animal Pvt Property,2015,9,201
Unsanitary Animal Pvt Property,2015,10,151
Unsanitary Animal Pvt Property,2015,11,121
Unsanitary Animal Pvt Property,2015,12,115
Unsanitary Animal Pvt Property,2016,1,123
Unsanitary Animal Pvt Property,2016,2,107
Unsanitary Animal Pvt Property,2016,3,174
Unsanitary Animal Pvt Property,2016,4,168
Unsanitary Animal Pvt Property,2016,5,215
Unsanitary Animal Pvt Property,2016,6,266
Unsanitary Animal Pvt Property,2016,7,247
Unsanitary Animal Pvt Property,2016,8,243
Unsanitary Animal Pvt Property,2016,9,228
Unsanitary Animal Pvt Property,2016,10,186
Unsanitary Animal Pvt Property,2016,11,133
Unsanitary Animal Pvt Property,2016,12,91
Unsanitary Animal Pvt Property,2017,1,187
Unsanitary Animal Pvt Property,2017,2,161
Unsanitary Animal Pvt Property,2017,3,161
Unsanitary Animal Pvt Property,2017,4,212
Unsanitary Animal Pvt Property,2017,5,216
Unsanitary Animal Pvt Property,2017,6,244
Unsanitary Animal Pvt Property,2017,7,212
Unsanitary Animal Pvt Property,2017,8,243
Unsanitary Animal Pvt Property,2017,9,232
Unsanitary Animal Pvt Property,2017,10,192
Unsanitary Animal Pvt Property,2017,11,117
Unsanitary Animal Pvt Property,2017,12,105
Unsanitary Animal Pvt Property,2018,1,131
Unsanitary Animal Pvt Property,2018,2,144
Unsanitary Animal Pvt Property,2018,3,137
Unsanitary Animal Pvt Property,2018,4,141
Unsanitary Animal Pvt Property,2018,5,203
Unsanitary Animal Pvt Property,2018,6,213
Unsanitary Animal Pvt Property,2018,7,195
Unsanitary Animal Pvt Property,2018,8,180
Unsanitary Animal Pvt Property,2018,9,156
Unsanitary Animal Pvt Property,2018,10,149
Unsanitary Animal Pvt Property,2018,11,93
Unsanitary Animal Pvt Property,2018,12,97
Unsanitary Animal Pvt Property,2019,1,109
Unsanitary Animal Pvt Property,2019,2,99
Unsanitary Animal Pvt Property,2019,3,161
Unsanitary Animal Pvt Property,2019,4,201
Unsanitary Animal Pvt Property,2019,5,243
Unsanitary Animal Pvt Property,2019,6,157
Unsanitary Animal Pvt Property,2019,7,176
Unsanitary Animal Pvt Property,2019,8,202
Unsanitary Animal Pvt Property,2019,9,162
Unsanitary Animal Pvt Property,2019,10,145
Unsanitary Animal Pvt Property,2019,11,83
Unsanitary Animal Pvt Property,2019,12,101
Unsanitary Animal Pvt Property,2020,1,147
Unsanitary Animal Pvt Property,2020,2,153
Unsanitary Animal Pvt Property,2020,3,148
Unsanitary Animal Pvt Property,2020,4,40
Unsanitary Condition,2018,6,10
Unsanitary Condition,2018,7,17
Unsanitary Condition,2018,8,16
Unsanitary Condition,2018,9,22
Unsanitary Condition,2018,10,51
Unsanitary Condition,2018,11,25
Unsanitary Condition,2019,2,9
Unsanitary Condition,2019,3,26
Unsanitary Condition,2019,4,74
Unsanitary Condition,2019,5,743
Unsanitary Condition,2019,6,4500
Unsanitary Condition,2019,7,6
Unsanitary Condition,2019,8,1
Unsanitary Pigeon Condition,2010,1,46
Unsanitary Pigeon Condition,2010,2,46
Unsanitary Pigeon Condition,2010,3,57
Unsanitary Pigeon Condition,2010,4,86
Unsanitary Pigeon Condition,2010,5,65
Unsanitary Pigeon Condition,2010,6,100
Unsanitary Pigeon Condition,2010,7,100
Unsanitary Pigeon Condition,2010,8,89
Unsanitary Pigeon Condition,2010,9,76
Unsanitary Pigeon Condition,2010,10,43
Unsanitary Pigeon Condition,2010,11,44
Unsanitary Pigeon Condition,2010,12,43
Unsanitary Pigeon Condition,2011,1,43
Unsanitary Pigeon Condition,2011,2,40
Unsanitary Pigeon Condition,2011,3,38
Unsanitary Pigeon Condition,2011,4,42
Unsanitary Pigeon Condition,2011,5,71
Unsanitary Pigeon Condition,2011,6,69
Unsanitary Pigeon Condition,2011,7,80
Unsanitary Pigeon Condition,2011,8,70
Unsanitary Pigeon Condition,2011,9,65
Unsanitary Pigeon Condition,2011,10,57
Unsanitary Pigeon Condition,2011,11,38
Unsanitary Pigeon Condition,2011,12,35
Unsanitary Pigeon Condition,2012,1,35
Unsanitary Pigeon Condition,2012,2,43
Unsanitary Pigeon Condition,2012,3,61
Unsanitary Pigeon Condition,2012,4,66
Unsanitary Pigeon Condition,2012,5,77
Unsanitary Pigeon Condition,2012,6,65
Unsanitary Pigeon Condition,2012,7,79
Unsanitary Pigeon Condition,2012,8,85
Unsanitary Pigeon Condition,2012,9,45
Unsanitary Pigeon Condition,2012,10,31
Unsanitary Pigeon Condition,2012,11,18
Unsanitary Pigeon Condition,2012,12,35
Unsanitary Pigeon Condition,2013,1,27
Unsanitary Pigeon Condition,2013,2,29
Unsanitary Pigeon Condition,2013,3,42
Unsanitary Pigeon Condition,2013,4,52
Unsanitary Pigeon Condition,2013,5,52
Unsanitary Pigeon Condition,2013,6,41
Unsanitary Pigeon Condition,2013,7,61
Unsanitary Pigeon Condition,2013,8,66
Unsanitary Pigeon Condition,2013,9,49
Unsanitary Pigeon Condition,2013,10,50
Unsanitary Pigeon Condition,2013,11,24
Unsanitary Pigeon Condition,2013,12,23
Unsanitary Pigeon Condition,2014,1,38
Unsanitary Pigeon Condition,2014,2,20
Unsanitary Pigeon Condition,2014,3,36
Unsanitary Pigeon Condition,2014,4,54
Unsanitary Pigeon Condition,2014,5,59
Unsanitary Pigeon Condition,2014,6,59
Unsanitary Pigeon Condition,2014,7,63
