Descriptor,Borough,hour,justHourSize
Asbestos,BROOKLYN,16,5
Asbestos,BROOKLYN,19,2
Asbestos,BROOKLYN,20,3
Asbestos,BROOKLYN,22,1
Asbestos,MANHATTAN,10,1
Asbestos,MANHATTAN,11,2
Asbestos,MANHATTAN,12,2
Asbestos,MANHATTAN,13,2
Asbestos,MANHATTAN,16,2
Asbestos,MANHATTAN,17,2
Asbestos,MANHATTAN,20,1
Asbestos,MANHATTAN,23,1
Asbestos,QUEENS,4,1
Asbestos,QUEENS,7,1
Asbestos,QUEENS,8,1
Asbestos,QUEENS,9,3
Asbestos,QUEENS,10,1
Asbestos,QUEENS,12,1
Asbestos,QUEENS,13,3
Asbestos,QUEENS,14,1
Asbestos,QUEENS,17,4
Asbestos,QUEENS,18,2
Asbestos,QUEENS,19,1
Asbestos,QUEENS,22,2
Asbestos,STATEN ISLAND,8,1
Asbestos,STATEN ISLAND,9,1
Asbestos,STATEN ISLAND,10,1
Asbestos,STATEN ISLAND,15,1
Asbestos,STATEN ISLAND,16,1
Asbestos,STATEN ISLAND,18,1
Asbestos,STATEN ISLAND,22,1
Asbestos,Unspecified,7,1
Asbestos,Unspecified,15,1
Asbestos Complaint (B1),BRONX,0,10
Asbestos Complaint (B1),BRONX,1,4
Asbestos Complaint (B1),BRONX,2,5
Asbestos Complaint (B1),BRONX,3,1
Asbestos Complaint (B1),BRONX,4,5
Asbestos Complaint (B1),BRONX,5,5
Asbestos Complaint (B1),BRONX,6,12
Asbestos Complaint (B1),BRONX,7,45
Asbestos Complaint (B1),BRONX,8,91
Asbestos Complaint (B1),BRONX,9,137
Asbestos Complaint (B1),BRONX,10,157
Asbestos Complaint (B1),BRONX,11,136
Asbestos Complaint (B1),BRONX,12,143
Asbestos Complaint (B1),BRONX,13,127
Asbestos Complaint (B1),BRONX,14,119
Asbestos Complaint (B1),BRONX,15,113
Asbestos Complaint (B1),BRONX,16,97
Asbestos Complaint (B1),BRONX,17,73
Asbestos Complaint (B1),BRONX,18,42
Asbestos Complaint (B1),BRONX,19,41
Asbestos Complaint (B1),BRONX,20,29
Asbestos Complaint (B1),BRONX,21,25
Asbestos Complaint (B1),BRONX,22,21
Asbestos Complaint (B1),BRONX,23,19
Asbestos Complaint (B1),BROOKLYN,0,19
Asbestos Complaint (B1),BROOKLYN,1,18
Asbestos Complaint (B1),BROOKLYN,2,10
Asbestos Complaint (B1),BROOKLYN,3,8
Asbestos Complaint (B1),BROOKLYN,4,3
Asbestos Complaint (B1),BROOKLYN,5,8
Asbestos Complaint (B1),BROOKLYN,6,27
Asbestos Complaint (B1),BROOKLYN,7,82
Asbestos Complaint (B1),BROOKLYN,8,230
Asbestos Complaint (B1),BROOKLYN,9,455
Asbestos Complaint (B1),BROOKLYN,10,452
Asbestos Complaint (B1),BROOKLYN,11,474
Asbestos Complaint (B1),BROOKLYN,12,438
Asbestos Complaint (B1),BROOKLYN,13,350
Asbestos Complaint (B1),BROOKLYN,14,325
Asbestos Complaint (B1),BROOKLYN,15,362
Asbestos Complaint (B1),BROOKLYN,16,283
Asbestos Complaint (B1),BROOKLYN,17,148
Asbestos Complaint (B1),BROOKLYN,18,115
Asbestos Complaint (B1),BROOKLYN,19,102
Asbestos Complaint (B1),BROOKLYN,20,96
Asbestos Complaint (B1),BROOKLYN,21,68
Asbestos Complaint (B1),BROOKLYN,22,41
Asbestos Complaint (B1),BROOKLYN,23,43
Asbestos Complaint (B1),MANHATTAN,0,37
Asbestos Complaint (B1),MANHATTAN,1,32
Asbestos Complaint (B1),MANHATTAN,2,17
Asbestos Complaint (B1),MANHATTAN,3,14
Asbestos Complaint (B1),MANHATTAN,4,11
Asbestos Complaint (B1),MANHATTAN,5,16
Asbestos Complaint (B1),MANHATTAN,6,37
Asbestos Complaint (B1),MANHATTAN,7,105
Asbestos Complaint (B1),MANHATTAN,8,298
Asbestos Complaint (B1),MANHATTAN,9,619
Asbestos Complaint (B1),MANHATTAN,10,625
Asbestos Complaint (B1),MANHATTAN,11,689
Asbestos Complaint (B1),MANHATTAN,12,593
Asbestos Complaint (B1),MANHATTAN,13,529
Asbestos Complaint (B1),MANHATTAN,14,550
Asbestos Complaint (B1),MANHATTAN,15,460
Asbestos Complaint (B1),MANHATTAN,16,376
Asbestos Complaint (B1),MANHATTAN,17,202
Asbestos Complaint (B1),MANHATTAN,18,159
Asbestos Complaint (B1),MANHATTAN,19,116
Asbestos Complaint (B1),MANHATTAN,20,119
Asbestos Complaint (B1),MANHATTAN,21,86
Asbestos Complaint (B1),MANHATTAN,22,73
Asbestos Complaint (B1),MANHATTAN,23,56
Asbestos Complaint (B1),QUEENS,0,18
Asbestos Complaint (B1),QUEENS,1,8
Asbestos Complaint (B1),QUEENS,2,6
Asbestos Complaint (B1),QUEENS,3,12
Asbestos Complaint (B1),QUEENS,4,5
Asbestos Complaint (B1),QUEENS,5,6
Asbestos Complaint (B1),QUEENS,6,25
Asbestos Complaint (B1),QUEENS,7,64
Asbestos Complaint (B1),QUEENS,8,186
Asbestos Complaint (B1),QUEENS,9,375
Asbestos Complaint (B1),QUEENS,10,394
Asbestos Complaint (B1),QUEENS,11,336
Asbestos Complaint (B1),QUEENS,12,291
Asbestos Complaint (B1),QUEENS,13,315
Asbestos Complaint (B1),QUEENS,14,265
Asbestos Complaint (B1),QUEENS,15,236
Asbestos Complaint (B1),QUEENS,16,181
Asbestos Complaint (B1),QUEENS,17,135
Asbestos Complaint (B1),QUEENS,18,90
Asbestos Complaint (B1),QUEENS,19,76
Asbestos Complaint (B1),QUEENS,20,61
Asbestos Complaint (B1),QUEENS,21,60
Asbestos Complaint (B1),QUEENS,22,35
Asbestos Complaint (B1),QUEENS,23,18
Asbestos Complaint (B1),STATEN ISLAND,0,2
Asbestos Complaint (B1),STATEN ISLAND,6,2
Asbestos Complaint (B1),STATEN ISLAND,7,14
Asbestos Complaint (B1),STATEN ISLAND,8,37
Asbestos Complaint (B1),STATEN ISLAND,9,73
Asbestos Complaint (B1),STATEN ISLAND,10,61
Asbestos Complaint (B1),STATEN ISLAND,11,60
Asbestos Complaint (B1),STATEN ISLAND,12,48
Asbestos Complaint (B1),STATEN ISLAND,13,61
Asbestos Complaint (B1),STATEN ISLAND,14,46
Asbestos Complaint (B1),STATEN ISLAND,15,38
Asbestos Complaint (B1),STATEN ISLAND,16,22
Asbestos Complaint (B1),STATEN ISLAND,17,21
Asbestos Complaint (B1),STATEN ISLAND,18,17
Asbestos Complaint (B1),STATEN ISLAND,19,13
Asbestos Complaint (B1),STATEN ISLAND,20,10
Asbestos Complaint (B1),STATEN ISLAND,21,8
Asbestos Complaint (B1),STATEN ISLAND,22,1
Asbestos Complaint (B1),STATEN ISLAND,23,1
Asbestos Complaint (B1),Unspecified,9,1
Asbestos Complaint (B1),Unspecified,10,1
Asbestos Complaint (B1),Unspecified,11,1
Asbestos Complaint (B1),Unspecified,15,1
Asbestos Project Notification (B2),BROOKLYN,13,1
Asbestos Project Notification (B2),BROOKLYN,15,1
Asbestos Project Notification (B2),MANHATTAN,11,1
Asbestos Project Notification (B2),MANHATTAN,17,1
Asbestos Project Notification (B2),MANHATTAN,21,1
Asbestos Project Notification (B2),QUEENS,13,1
Asbestos Project Notification (B2),QUEENS,20,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,0,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,3,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,7,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,8,2
"Asbestos, Other (Use Comments) (BZ)",BRONX,9,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,12,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,15,2
"Asbestos, Other (Use Comments) (BZ)",BRONX,16,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,17,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,20,1
"Asbestos, Other (Use Comments) (BZ)",BRONX,23,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,1,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,8,3
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,10,3
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,11,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,12,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,13,2
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,14,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,15,4
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,16,3
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,17,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,18,1
"Asbestos, Other (Use Comments) (BZ)",BROOKLYN,22,1
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,0,3
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,7,1
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,10,5
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,12,4
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,13,4
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,14,1
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,15,1
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,16,2
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,17,5
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,19,1
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,21,4
"Asbestos, Other (Use Comments) (BZ)",MANHATTAN,22,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,10,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,11,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,13,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,14,3
"Asbestos, Other (Use Comments) (BZ)",QUEENS,15,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,16,2
"Asbestos, Other (Use Comments) (BZ)",QUEENS,17,2
"Asbestos, Other (Use Comments) (BZ)",QUEENS,18,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,19,1
"Asbestos, Other (Use Comments) (BZ)",QUEENS,20,1
"Asbestos, Other (Use Comments) (BZ)",STATEN ISLAND,3,1
"Asbestos, Other (Use Comments) (BZ)",STATEN ISLAND,14,3
"Asbestos, Other (Use Comments) (BZ)",STATEN ISLAND,15,1
Assault on Parks Employee,BRONX,0,1
Assisted Living,BRONX,0,2
Assisted Living,BRONX,2,1
Assisted Living,BRONX,3,1
Assisted Living,BRONX,4,1
Assisted Living,BRONX,5,2
Assisted Living,BRONX,6,1
Assisted Living,BRONX,7,5
Assisted Living,BRONX,8,23
Assisted Living,BRONX,9,98
Assisted Living,BRONX,10,119
Assisted Living,BRONX,11,128
Assisted Living,BRONX,12,122
Assisted Living,BRONX,13,109
Assisted Living,BRONX,14,99
Assisted Living,BRONX,15,88
Assisted Living,BRONX,16,74
Assisted Living,BRONX,17,28
Assisted Living,BRONX,18,23
Assisted Living,BRONX,19,12
Assisted Living,BRONX,20,16
Assisted Living,BRONX,21,13
Assisted Living,BRONX,22,5
Assisted Living,BRONX,23,3
Assisted Living,BROOKLYN,0,5
Assisted Living,BROOKLYN,1,2
Assisted Living,BROOKLYN,2,2
Assisted Living,BROOKLYN,3,1
Assisted Living,BROOKLYN,4,1
Assisted Living,BROOKLYN,6,5
Assisted Living,BROOKLYN,7,16
Assisted Living,BROOKLYN,8,49
Assisted Living,BROOKLYN,9,122
Assisted Living,BROOKLYN,10,172
Assisted Living,BROOKLYN,11,208
Assisted Living,BROOKLYN,12,162
Assisted Living,BROOKLYN,13,173
Assisted Living,BROOKLYN,14,173
Assisted Living,BROOKLYN,15,150
Assisted Living,BROOKLYN,16,126
Assisted Living,BROOKLYN,17,59
Assisted Living,BROOKLYN,18,39
Assisted Living,BROOKLYN,19,25
Assisted Living,BROOKLYN,20,14
Assisted Living,BROOKLYN,21,15
Assisted Living,BROOKLYN,22,12
Assisted Living,BROOKLYN,23,7
Assisted Living,MANHATTAN,0,2
Assisted Living,MANHATTAN,1,1
Assisted Living,MANHATTAN,3,1
Assisted Living,MANHATTAN,4,1
Assisted Living,MANHATTAN,5,1
Assisted Living,MANHATTAN,6,6
Assisted Living,MANHATTAN,7,6
Assisted Living,MANHATTAN,8,24
Assisted Living,MANHATTAN,9,62
Assisted Living,MANHATTAN,10,116
Assisted Living,MANHATTAN,11,108
Assisted Living,MANHATTAN,12,103
Assisted Living,MANHATTAN,13,77
Assisted Living,MANHATTAN,14,111
Assisted Living,MANHATTAN,15,100
Assisted Living,MANHATTAN,16,64
Assisted Living,MANHATTAN,17,29
Assisted Living,MANHATTAN,18,21
Assisted Living,MANHATTAN,19,15
Assisted Living,MANHATTAN,20,11
Assisted Living,MANHATTAN,21,10
Assisted Living,MANHATTAN,22,6
Assisted Living,MANHATTAN,23,4
Assisted Living,QUEENS,0,2
Assisted Living,QUEENS,1,1
Assisted Living,QUEENS,2,2
Assisted Living,QUEENS,3,1
Assisted Living,QUEENS,4,4
Assisted Living,QUEENS,6,4
Assisted Living,QUEENS,7,4
Assisted Living,QUEENS,8,23
Assisted Living,QUEENS,9,76
Assisted Living,QUEENS,10,116
Assisted Living,QUEENS,11,131
Assisted Living,QUEENS,12,114
Assisted Living,QUEENS,13,121
Assisted Living,QUEENS,14,116
Assisted Living,QUEENS,15,94
Assisted Living,QUEENS,16,85
Assisted Living,QUEENS,17,31
Assisted Living,QUEENS,18,17
Assisted Living,QUEENS,19,15
Assisted Living,QUEENS,20,16
Assisted Living,QUEENS,21,10
Assisted Living,QUEENS,22,13
Assisted Living,STATEN ISLAND,4,1
Assisted Living,STATEN ISLAND,7,2
Assisted Living,STATEN ISLAND,8,1
Assisted Living,STATEN ISLAND,9,16
Assisted Living,STATEN ISLAND,10,13
Assisted Living,STATEN ISLAND,11,21
Assisted Living,STATEN ISLAND,12,10
Assisted Living,STATEN ISLAND,13,16
Assisted Living,STATEN ISLAND,14,21
Assisted Living,STATEN ISLAND,15,18
Assisted Living,STATEN ISLAND,16,9
Assisted Living,STATEN ISLAND,17,8
Assisted Living,STATEN ISLAND,18,4
Assisted Living,STATEN ISLAND,19,2
Assisted Living,STATEN ISLAND,20,2
Assisted Living,STATEN ISLAND,21,2
Assisted Living,STATEN ISLAND,23,1
Assisted Living,Unspecified,0,3
Assisted Living,Unspecified,1,4
Assisted Living,Unspecified,2,1
Assisted Living,Unspecified,3,1
Assisted Living,Unspecified,4,1
Assisted Living,Unspecified,6,2
Assisted Living,Unspecified,7,7
Assisted Living,Unspecified,8,16
Assisted Living,Unspecified,9,65
Assisted Living,Unspecified,10,81
Assisted Living,Unspecified,11,98
Assisted Living,Unspecified,12,83
Assisted Living,Unspecified,13,89
Assisted Living,Unspecified,14,79
Assisted Living,Unspecified,15,83
Assisted Living,Unspecified,16,61
Assisted Living,Unspecified,17,40
Assisted Living,Unspecified,18,27
Assisted Living,Unspecified,19,28
Assisted Living,Unspecified,20,25
Assisted Living,Unspecified,21,12
Assisted Living,Unspecified,22,11
Assisted Living,Unspecified,23,5
Auction House License,Unspecified,2,1
Auction House License,Unspecified,11,3
Auction House License,Unspecified,12,3
Auction House License,Unspecified,13,1
Auction House License,Unspecified,14,2
Auction House License,Unspecified,15,2
Auction House License,Unspecified,16,3
Auction House License,Unspecified,18,1
Auction House License,Unspecified,19,1
Auction House License,Unspecified,20,2
Auction House License,Unspecified,21,1
Auction House License,Unspecified,23,1
Auction House/Auctioneer,BROOKLYN,18,1
Auction House/Auctioneer,MANHATTAN,14,1
Auction House/Auctioneer,QUEENS,8,1
Auction House/Auctioneer,QUEENS,9,1
Auction House/Auctioneer,QUEENS,14,2
Auction House/Auctioneer,QUEENS,15,3
Auctioneer License,Unspecified,2,1
Auctioneer License,Unspecified,5,2
Auctioneer License,Unspecified,8,2
Auctioneer License,Unspecified,9,3
Auctioneer License,Unspecified,10,8
Auctioneer License,Unspecified,11,7
Auctioneer License,Unspecified,12,7
Auctioneer License,Unspecified,13,8
Auctioneer License,Unspecified,14,9
Auctioneer License,Unspecified,15,4
Auctioneer License,Unspecified,16,5
Auctioneer License,Unspecified,17,2
Auctioneer License,Unspecified,18,1
Auctioneer License,Unspecified,20,2
Auctioneer License,Unspecified,22,1
BASIN/SINK,BRONX,0,20906
BASIN/SINK,BRONX,1,169
BASIN/SINK,BRONX,2,93
BASIN/SINK,BRONX,3,89
BASIN/SINK,BRONX,4,129
BASIN/SINK,BRONX,5,129
BASIN/SINK,BRONX,6,191
BASIN/SINK,BRONX,7,392
BASIN/SINK,BRONX,8,731
BASIN/SINK,BRONX,9,1570
BASIN/SINK,BRONX,10,2079
BASIN/SINK,BRONX,11,2213
BASIN/SINK,BRONX,12,2086
BASIN/SINK,BRONX,13,2036
BASIN/SINK,BRONX,14,1863
BASIN/SINK,BRONX,15,1805
BASIN/SINK,BRONX,16,1531
BASIN/SINK,BRONX,17,1222
BASIN/SINK,BRONX,18,952
BASIN/SINK,BRONX,19,777
BASIN/SINK,BRONX,20,671
BASIN/SINK,BRONX,21,446
BASIN/SINK,BRONX,22,371
BASIN/SINK,BRONX,23,263
BASIN/SINK,BROOKLYN,0,25824
BASIN/SINK,BROOKLYN,1,149
BASIN/SINK,BROOKLYN,2,97
BASIN/SINK,BROOKLYN,3,92
BASIN/SINK,BROOKLYN,4,94
BASIN/SINK,BROOKLYN,5,138
BASIN/SINK,BROOKLYN,6,287
BASIN/SINK,BROOKLYN,7,425
BASIN/SINK,BROOKLYN,8,677
BASIN/SINK,BROOKLYN,9,1443
BASIN/SINK,BROOKLYN,10,2023
BASIN/SINK,BROOKLYN,11,2189
BASIN/SINK,BROOKLYN,12,2087
BASIN/SINK,BROOKLYN,13,1973
BASIN/SINK,BROOKLYN,14,1866
BASIN/SINK,BROOKLYN,15,1740
BASIN/SINK,BROOKLYN,16,1623
BASIN/SINK,BROOKLYN,17,1352
BASIN/SINK,BROOKLYN,18,914
BASIN/SINK,BROOKLYN,19,781
BASIN/SINK,BROOKLYN,20,640
BASIN/SINK,BROOKLYN,21,549
BASIN/SINK,BROOKLYN,22,419
BASIN/SINK,BROOKLYN,23,313
BASIN/SINK,MANHATTAN,0,11574
BASIN/SINK,MANHATTAN,1,89
BASIN/SINK,MANHATTAN,2,70
BASIN/SINK,MANHATTAN,3,38
BASIN/SINK,MANHATTAN,4,41
BASIN/SINK,MANHATTAN,5,53
BASIN/SINK,MANHATTAN,6,86
BASIN/SINK,MANHATTAN,7,171
BASIN/SINK,MANHATTAN,8,350
BASIN/SINK,MANHATTAN,9,799
BASIN/SINK,MANHATTAN,10,1029
BASIN/SINK,MANHATTAN,11,1257
BASIN/SINK,MANHATTAN,12,1197
BASIN/SINK,MANHATTAN,13,1051
BASIN/SINK,MANHATTAN,14,1031
BASIN/SINK,MANHATTAN,15,1038
BASIN/SINK,MANHATTAN,16,955
BASIN/SINK,MANHATTAN,17,793
BASIN/SINK,MANHATTAN,18,524
BASIN/SINK,MANHATTAN,19,467
BASIN/SINK,MANHATTAN,20,368
BASIN/SINK,MANHATTAN,21,304
BASIN/SINK,MANHATTAN,22,209
BASIN/SINK,MANHATTAN,23,202
BASIN/SINK,QUEENS,0,7999
BASIN/SINK,QUEENS,1,52
BASIN/SINK,QUEENS,2,40
BASIN/SINK,QUEENS,3,25
BASIN/SINK,QUEENS,4,33
BASIN/SINK,QUEENS,5,32
BASIN/SINK,QUEENS,6,103
BASIN/SINK,QUEENS,7,141
BASIN/SINK,QUEENS,8,226
BASIN/SINK,QUEENS,9,492
BASIN/SINK,QUEENS,10,619
BASIN/SINK,QUEENS,11,674
BASIN/SINK,QUEENS,12,729
BASIN/SINK,QUEENS,13,671
BASIN/SINK,QUEENS,14,589
BASIN/SINK,QUEENS,15,556
BASIN/SINK,QUEENS,16,517
BASIN/SINK,QUEENS,17,441
BASIN/SINK,QUEENS,18,357
BASIN/SINK,QUEENS,19,288
BASIN/SINK,QUEENS,20,258
BASIN/SINK,QUEENS,21,215
BASIN/SINK,QUEENS,22,146
BASIN/SINK,QUEENS,23,106
BASIN/SINK,STATEN ISLAND,0,1614
BASIN/SINK,STATEN ISLAND,1,9
BASIN/SINK,STATEN ISLAND,2,9
BASIN/SINK,STATEN ISLAND,3,9
BASIN/SINK,STATEN ISLAND,4,8
BASIN/SINK,STATEN ISLAND,5,5
BASIN/SINK,STATEN ISLAND,6,10
BASIN/SINK,STATEN ISLAND,7,34
BASIN/SINK,STATEN ISLAND,8,51
BASIN/SINK,STATEN ISLAND,9,87
BASIN/SINK,STATEN ISLAND,10,136
BASIN/SINK,STATEN ISLAND,11,174
BASIN/SINK,STATEN ISLAND,12,153
BASIN/SINK,STATEN ISLAND,13,154
BASIN/SINK,STATEN ISLAND,14,116
BASIN/SINK,STATEN ISLAND,15,108
BASIN/SINK,STATEN ISLAND,16,131
BASIN/SINK,STATEN ISLAND,17,87
BASIN/SINK,STATEN ISLAND,18,54
BASIN/SINK,STATEN ISLAND,19,46
BASIN/SINK,STATEN ISLAND,20,27
BASIN/SINK,STATEN ISLAND,21,26
BASIN/SINK,STATEN ISLAND,22,35
BASIN/SINK,STATEN ISLAND,23,19
BASIN/SINK,Unspecified,0,21813
BATHTUB,BRONX,0,9196
BATHTUB,BROOKLYN,0,10266
BATHTUB,MANHATTAN,0,4823
BATHTUB,QUEENS,0,2933
BATHTUB,STATEN ISLAND,0,520
BATHTUB,Unspecified,0,12867
BATHTUB/SHOWER,BRONX,0,4192
BATHTUB/SHOWER,BRONX,1,125
BATHTUB/SHOWER,BRONX,2,51
BATHTUB/SHOWER,BRONX,3,68
BATHTUB/SHOWER,BRONX,4,70
BATHTUB/SHOWER,BRONX,5,72
BATHTUB/SHOWER,BRONX,6,146
BATHTUB/SHOWER,BRONX,7,291
BATHTUB/SHOWER,BRONX,8,554
BATHTUB/SHOWER,BRONX,9,1107
BATHTUB/SHOWER,BRONX,10,1416
BATHTUB/SHOWER,BRONX,11,1444
BATHTUB/SHOWER,BRONX,12,1462
BATHTUB/SHOWER,BRONX,13,1285
BATHTUB/SHOWER,BRONX,14,1164
BATHTUB/SHOWER,BRONX,15,1222
BATHTUB/SHOWER,BRONX,16,1107
BATHTUB/SHOWER,BRONX,17,835
BATHTUB/SHOWER,BRONX,18,631
BATHTUB/SHOWER,BRONX,19,540
BATHTUB/SHOWER,BRONX,20,475
BATHTUB/SHOWER,BRONX,21,364
BATHTUB/SHOWER,BRONX,22,320
BATHTUB/SHOWER,BRONX,23,211
BATHTUB/SHOWER,BROOKLYN,0,4732
BATHTUB/SHOWER,BROOKLYN,1,100
BATHTUB/SHOWER,BROOKLYN,2,66
BATHTUB/SHOWER,BROOKLYN,3,59
BATHTUB/SHOWER,BROOKLYN,4,53
BATHTUB/SHOWER,BROOKLYN,5,123
BATHTUB/SHOWER,BROOKLYN,6,162
BATHTUB/SHOWER,BROOKLYN,7,301
BATHTUB/SHOWER,BROOKLYN,8,494
BATHTUB/SHOWER,BROOKLYN,9,1008
BATHTUB/SHOWER,BROOKLYN,10,1284
BATHTUB/SHOWER,BROOKLYN,11,1460
BATHTUB/SHOWER,BROOKLYN,12,1413
BATHTUB/SHOWER,BROOKLYN,13,1313
BATHTUB/SHOWER,BROOKLYN,14,1214
BATHTUB/SHOWER,BROOKLYN,15,1210
BATHTUB/SHOWER,BROOKLYN,16,1066
BATHTUB/SHOWER,BROOKLYN,17,842
BATHTUB/SHOWER,BROOKLYN,18,676
BATHTUB/SHOWER,BROOKLYN,19,533
BATHTUB/SHOWER,BROOKLYN,20,482
BATHTUB/SHOWER,BROOKLYN,21,420
BATHTUB/SHOWER,BROOKLYN,22,281
BATHTUB/SHOWER,BROOKLYN,23,222
BATHTUB/SHOWER,MANHATTAN,0,2523
BATHTUB/SHOWER,MANHATTAN,1,71
BATHTUB/SHOWER,MANHATTAN,2,48
BATHTUB/SHOWER,MANHATTAN,3,37
BATHTUB/SHOWER,MANHATTAN,4,22
BATHTUB/SHOWER,MANHATTAN,5,53
BATHTUB/SHOWER,MANHATTAN,6,49
BATHTUB/SHOWER,MANHATTAN,7,121
BATHTUB/SHOWER,MANHATTAN,8,279
BATHTUB/SHOWER,MANHATTAN,9,588
BATHTUB/SHOWER,MANHATTAN,10,780
BATHTUB/SHOWER,MANHATTAN,11,881
BATHTUB/SHOWER,MANHATTAN,12,848
BATHTUB/SHOWER,MANHATTAN,13,736
BATHTUB/SHOWER,MANHATTAN,14,792
BATHTUB/SHOWER,MANHATTAN,15,692
BATHTUB/SHOWER,MANHATTAN,16,696
BATHTUB/SHOWER,MANHATTAN,17,566
BATHTUB/SHOWER,MANHATTAN,18,406
BATHTUB/SHOWER,MANHATTAN,19,323
BATHTUB/SHOWER,MANHATTAN,20,274
BATHTUB/SHOWER,MANHATTAN,21,247
BATHTUB/SHOWER,MANHATTAN,22,166
BATHTUB/SHOWER,MANHATTAN,23,141
BATHTUB/SHOWER,QUEENS,0,1614
BATHTUB/SHOWER,QUEENS,1,34
BATHTUB/SHOWER,QUEENS,2,21
BATHTUB/SHOWER,QUEENS,3,21
BATHTUB/SHOWER,QUEENS,4,24
BATHTUB/SHOWER,QUEENS,5,27
BATHTUB/SHOWER,QUEENS,6,57
BATHTUB/SHOWER,QUEENS,7,85
BATHTUB/SHOWER,QUEENS,8,155
BATHTUB/SHOWER,QUEENS,9,301
BATHTUB/SHOWER,QUEENS,10,405
BATHTUB/SHOWER,QUEENS,11,434
BATHTUB/SHOWER,QUEENS,12,445
BATHTUB/SHOWER,QUEENS,13,380
BATHTUB/SHOWER,QUEENS,14,394
BATHTUB/SHOWER,QUEENS,15,328
BATHTUB/SHOWER,QUEENS,16,327
BATHTUB/SHOWER,QUEENS,17,271
BATHTUB/SHOWER,QUEENS,18,230
BATHTUB/SHOWER,QUEENS,19,184
BATHTUB/SHOWER,QUEENS,20,166
BATHTUB/SHOWER,QUEENS,21,152
BATHTUB/SHOWER,QUEENS,22,127
BATHTUB/SHOWER,QUEENS,23,85
BATHTUB/SHOWER,STATEN ISLAND,0,261
BATHTUB/SHOWER,STATEN ISLAND,1,10
BATHTUB/SHOWER,STATEN ISLAND,2,2
BATHTUB/SHOWER,STATEN ISLAND,3,7
BATHTUB/SHOWER,STATEN ISLAND,4,1
BATHTUB/SHOWER,STATEN ISLAND,5,5
BATHTUB/SHOWER,STATEN ISLAND,6,10
BATHTUB/SHOWER,STATEN ISLAND,7,26
BATHTUB/SHOWER,STATEN ISLAND,8,29
BATHTUB/SHOWER,STATEN ISLAND,9,60
BATHTUB/SHOWER,STATEN ISLAND,10,82
BATHTUB/SHOWER,STATEN ISLAND,11,102
BATHTUB/SHOWER,STATEN ISLAND,12,90
BATHTUB/SHOWER,STATEN ISLAND,13,84
BATHTUB/SHOWER,STATEN ISLAND,14,84
BATHTUB/SHOWER,STATEN ISLAND,15,65
BATHTUB/SHOWER,STATEN ISLAND,16,69
BATHTUB/SHOWER,STATEN ISLAND,17,43
BATHTUB/SHOWER,STATEN ISLAND,18,32
BATHTUB/SHOWER,STATEN ISLAND,19,36
BATHTUB/SHOWER,STATEN ISLAND,20,23
BATHTUB/SHOWER,STATEN ISLAND,21,16
BATHTUB/SHOWER,STATEN ISLAND,22,18
BATHTUB/SHOWER,STATEN ISLAND,23,16
BATHTUB/SHOWER,Unspecified,16,1
BBQ Outside Authorized Area,BRONX,0,2
BBQ Outside Authorized Area,BRONX,1,2
BBQ Outside Authorized Area,BRONX,2,1
BBQ Outside Authorized Area,BRONX,3,1
BBQ Outside Authorized Area,BRONX,5,1
BBQ Outside Authorized Area,BRONX,7,2
BBQ Outside Authorized Area,BRONX,8,11
