Descriptor,Borough,hour,justHourSize
Amusement Arcade License,Unspecified,13,3
Amusement Arcade License,Unspecified,14,1
Amusement Arcade License,Unspecified,15,2
Amusement Arcade License,Unspecified,17,5
Amusement Arcade License,Unspecified,18,1
Amusement Ride,BROOKLYN,10,1
Amusement Ride,BROOKLYN,11,1
Amusement Ride,BROOKLYN,16,1
Amusement Ride,BROOKLYN,17,1
Amusement Ride,MANHATTAN,14,1
Amusement Ride,QUEENS,9,1
Amusement Ride,QUEENS,11,1
Amusement Ride,QUEENS,12,1
Amusement Ride,QUEENS,13,1
Amusement Ride,QUEENS,14,1
Amusement Ride,QUEENS,17,1
Amusement Ride Accident/Incident,BROOKLYN,15,2
Amusement Ride Accident/Incident,BROOKLYN,17,1
Amusement Ride Accident/Incident,MANHATTAN,12,1
Animal Boarding License,Unspecified,2,3
Animal Boarding License,Unspecified,8,4
Animal Boarding License,Unspecified,9,3
Animal Boarding License,Unspecified,10,3
Animal Boarding License,Unspecified,11,6
Animal Boarding License,Unspecified,12,4
Animal Boarding License,Unspecified,13,5
Animal Boarding License,Unspecified,14,5
Animal Boarding License,Unspecified,15,5
Animal Boarding License,Unspecified,16,6
Animal Boarding License,Unspecified,17,4
Animal Boarding License,Unspecified,18,6
Animal Boarding License,Unspecified,19,2
Animal Boarding License,Unspecified,20,3
Animal Boarding License,Unspecified,22,1
Animal Boarding License,Unspecified,23,1
Animal Grooming License,Unspecified,0,1
Animal Grooming License,Unspecified,3,1
Animal Grooming License,Unspecified,8,6
Animal Grooming License,Unspecified,9,6
Animal Grooming License,Unspecified,10,15
Animal Grooming License,Unspecified,11,12
Animal Grooming License,Unspecified,12,11
Animal Grooming License,Unspecified,13,11
Animal Grooming License,Unspecified,14,18
Animal Grooming License,Unspecified,15,13
Animal Grooming License,Unspecified,16,8
Animal Grooming License,Unspecified,17,9
Animal Grooming License,Unspecified,18,5
Animal Grooming License,Unspecified,19,2
Animal Grooming License,Unspecified,20,3
Animal Grooming License,Unspecified,21,2
Animal Grooming License,Unspecified,22,1
Animal Grooming License,Unspecified,23,1
Animal Odor,BRONX,0,410
Animal Odor,BRONX,1,2
Animal Odor,BRONX,4,1
Animal Odor,BRONX,5,2
Animal Odor,BRONX,6,2
Animal Odor,BRONX,7,4
Animal Odor,BRONX,8,28
Animal Odor,BRONX,9,30
Animal Odor,BRONX,10,43
Animal Odor,BRONX,11,49
Animal Odor,BRONX,12,38
Animal Odor,BRONX,13,46
Animal Odor,BRONX,14,36
Animal Odor,BRONX,15,43
Animal Odor,BRONX,16,25
Animal Odor,BRONX,17,29
Animal Odor,BRONX,18,26
Animal Odor,BRONX,19,24
Animal Odor,BRONX,20,13
Animal Odor,BRONX,21,11
Animal Odor,BRONX,22,13
Animal Odor,BRONX,23,5
Animal Odor,BROOKLYN,0,614
Animal Odor,BROOKLYN,1,6
Animal Odor,BROOKLYN,4,1
Animal Odor,BROOKLYN,5,2
Animal Odor,BROOKLYN,6,7
Animal Odor,BROOKLYN,7,13
Animal Odor,BROOKLYN,8,27
Animal Odor,BROOKLYN,9,59
Animal Odor,BROOKLYN,10,79
Animal Odor,BROOKLYN,11,78
Animal Odor,BROOKLYN,12,83
Animal Odor,BROOKLYN,13,81
Animal Odor,BROOKLYN,14,75
Animal Odor,BROOKLYN,15,73
Animal Odor,BROOKLYN,16,58
Animal Odor,BROOKLYN,17,46
Animal Odor,BROOKLYN,18,32
Animal Odor,BROOKLYN,19,28
Animal Odor,BROOKLYN,20,25
Animal Odor,BROOKLYN,21,21
Animal Odor,BROOKLYN,22,16
Animal Odor,BROOKLYN,23,15
Animal Odor,MANHATTAN,0,294
Animal Odor,MANHATTAN,2,2
Animal Odor,MANHATTAN,3,1
Animal Odor,MANHATTAN,5,2
Animal Odor,MANHATTAN,6,1
Animal Odor,MANHATTAN,7,5
Animal Odor,MANHATTAN,8,9
Animal Odor,MANHATTAN,9,24
Animal Odor,MANHATTAN,10,42
Animal Odor,MANHATTAN,11,45
Animal Odor,MANHATTAN,12,33
Animal Odor,MANHATTAN,13,24
Animal Odor,MANHATTAN,14,42
Animal Odor,MANHATTAN,15,39
Animal Odor,MANHATTAN,16,35
Animal Odor,MANHATTAN,17,27
Animal Odor,MANHATTAN,18,24
Animal Odor,MANHATTAN,19,9
Animal Odor,MANHATTAN,20,12
Animal Odor,MANHATTAN,21,15
Animal Odor,MANHATTAN,22,10
Animal Odor,MANHATTAN,23,4
Animal Odor,QUEENS,0,410
Animal Odor,QUEENS,1,1
Animal Odor,QUEENS,2,2
Animal Odor,QUEENS,4,2
Animal Odor,QUEENS,5,1
Animal Odor,QUEENS,7,9
Animal Odor,QUEENS,8,24
Animal Odor,QUEENS,9,31
Animal Odor,QUEENS,10,66
Animal Odor,QUEENS,11,73
Animal Odor,QUEENS,12,73
Animal Odor,QUEENS,13,66
Animal Odor,QUEENS,14,45
Animal Odor,QUEENS,15,68
Animal Odor,QUEENS,16,51
Animal Odor,QUEENS,17,34
Animal Odor,QUEENS,18,33
Animal Odor,QUEENS,19,40
Animal Odor,QUEENS,20,25
Animal Odor,QUEENS,21,16
Animal Odor,QUEENS,22,8
Animal Odor,QUEENS,23,9
Animal Odor,STATEN ISLAND,0,154
Animal Odor,STATEN ISLAND,1,3
Animal Odor,STATEN ISLAND,2,3
Animal Odor,STATEN ISLAND,3,2
Animal Odor,STATEN ISLAND,4,3
Animal Odor,STATEN ISLAND,5,5
Animal Odor,STATEN ISLAND,6,14
Animal Odor,STATEN ISLAND,7,8
Animal Odor,STATEN ISLAND,8,13
Animal Odor,STATEN ISLAND,9,25
Animal Odor,STATEN ISLAND,10,24
Animal Odor,STATEN ISLAND,11,21
Animal Odor,STATEN ISLAND,12,18
Animal Odor,STATEN ISLAND,13,17
Animal Odor,STATEN ISLAND,14,13
Animal Odor,STATEN ISLAND,15,17
Animal Odor,STATEN ISLAND,16,35
Animal Odor,STATEN ISLAND,17,28
Animal Odor,STATEN ISLAND,18,24
Animal Odor,STATEN ISLAND,19,16
Animal Odor,STATEN ISLAND,20,7
Animal Odor,STATEN ISLAND,21,5
Animal Odor,STATEN ISLAND,22,8
Animal Odor,STATEN ISLAND,23,5
Animal Training License,Unspecified,8,1
Animal Training License,Unspecified,12,3
Animal Training License,Unspecified,13,2
Animal Training License,Unspecified,14,4
Animal Training License,Unspecified,15,2
Animal Training License,Unspecified,16,2
Animal Training License,Unspecified,17,2
Animal Training License,Unspecified,18,1
Animal Training License,Unspecified,19,1
Animal Waste,BRONX,0,482
Animal Waste,BRONX,1,1
Animal Waste,BRONX,2,1
Animal Waste,BRONX,4,1
Animal Waste,BRONX,6,5
Animal Waste,BRONX,7,17
Animal Waste,BRONX,8,37
Animal Waste,BRONX,9,60
Animal Waste,BRONX,10,69
Animal Waste,BRONX,11,73
Animal Waste,BRONX,12,53
Animal Waste,BRONX,13,48
Animal Waste,BRONX,14,49
Animal Waste,BRONX,15,67
Animal Waste,BRONX,16,61
Animal Waste,BRONX,17,47
Animal Waste,BRONX,18,32
Animal Waste,BRONX,19,26
Animal Waste,BRONX,20,21
Animal Waste,BRONX,21,11
Animal Waste,BRONX,22,7
Animal Waste,BRONX,23,5
Animal Waste,BROOKLYN,0,752
Animal Waste,BROOKLYN,1,8
Animal Waste,BROOKLYN,2,3
Animal Waste,BROOKLYN,3,1
Animal Waste,BROOKLYN,4,4
Animal Waste,BROOKLYN,5,2
Animal Waste,BROOKLYN,6,8
Animal Waste,BROOKLYN,7,26
Animal Waste,BROOKLYN,8,76
Animal Waste,BROOKLYN,9,124
Animal Waste,BROOKLYN,10,130
Animal Waste,BROOKLYN,11,138
Animal Waste,BROOKLYN,12,97
Animal Waste,BROOKLYN,13,89
Animal Waste,BROOKLYN,14,103
Animal Waste,BROOKLYN,15,86
Animal Waste,BROOKLYN,16,89
Animal Waste,BROOKLYN,17,96
Animal Waste,BROOKLYN,18,73
Animal Waste,BROOKLYN,19,38
Animal Waste,BROOKLYN,20,31
Animal Waste,BROOKLYN,21,28
Animal Waste,BROOKLYN,22,31
Animal Waste,BROOKLYN,23,17
Animal Waste,MANHATTAN,0,524
Animal Waste,MANHATTAN,1,6
Animal Waste,MANHATTAN,2,2
Animal Waste,MANHATTAN,3,2
Animal Waste,MANHATTAN,4,6
Animal Waste,MANHATTAN,5,1
Animal Waste,MANHATTAN,6,5
Animal Waste,MANHATTAN,7,22
Animal Waste,MANHATTAN,8,40
Animal Waste,MANHATTAN,9,56
Animal Waste,MANHATTAN,10,71
Animal Waste,MANHATTAN,11,56
Animal Waste,MANHATTAN,12,48
Animal Waste,MANHATTAN,13,49
Animal Waste,MANHATTAN,14,62
Animal Waste,MANHATTAN,15,69
Animal Waste,MANHATTAN,16,52
Animal Waste,MANHATTAN,17,36
Animal Waste,MANHATTAN,18,45
Animal Waste,MANHATTAN,19,39
Animal Waste,MANHATTAN,20,30
Animal Waste,MANHATTAN,21,16
Animal Waste,MANHATTAN,22,17
Animal Waste,MANHATTAN,23,7
Animal Waste,QUEENS,0,801
Animal Waste,QUEENS,1,2
Animal Waste,QUEENS,2,1
Animal Waste,QUEENS,5,2
Animal Waste,QUEENS,6,9
Animal Waste,QUEENS,7,44
Animal Waste,QUEENS,8,68
Animal Waste,QUEENS,9,113
Animal Waste,QUEENS,10,122
Animal Waste,QUEENS,11,130
Animal Waste,QUEENS,12,97
Animal Waste,QUEENS,13,108
Animal Waste,QUEENS,14,98
Animal Waste,QUEENS,15,122
Animal Waste,QUEENS,16,94
Animal Waste,QUEENS,17,88
Animal Waste,QUEENS,18,57
Animal Waste,QUEENS,19,50
Animal Waste,QUEENS,20,44
Animal Waste,QUEENS,21,29
Animal Waste,QUEENS,22,22
Animal Waste,QUEENS,23,12
Animal Waste,STATEN ISLAND,0,292
Animal Waste,STATEN ISLAND,1,3
Animal Waste,STATEN ISLAND,2,4
Animal Waste,STATEN ISLAND,3,3
Animal Waste,STATEN ISLAND,4,3
Animal Waste,STATEN ISLAND,5,2
Animal Waste,STATEN ISLAND,6,12
Animal Waste,STATEN ISLAND,7,12
Animal Waste,STATEN ISLAND,8,29
Animal Waste,STATEN ISLAND,9,54
Animal Waste,STATEN ISLAND,10,45
Animal Waste,STATEN ISLAND,11,49
Animal Waste,STATEN ISLAND,12,47
Animal Waste,STATEN ISLAND,13,44
Animal Waste,STATEN ISLAND,14,39
Animal Waste,STATEN ISLAND,15,36
Animal Waste,STATEN ISLAND,16,50
Animal Waste,STATEN ISLAND,17,38
Animal Waste,STATEN ISLAND,18,30
Animal Waste,STATEN ISLAND,19,17
Animal Waste,STATEN ISLAND,20,8
Animal Waste,STATEN ISLAND,21,12
Animal Waste,STATEN ISLAND,22,10
Animal Waste,STATEN ISLAND,23,4
Animal Waste,Unspecified,1,2
Animal Waste,Unspecified,3,2
Animal Waste,Unspecified,5,2
Animal Waste,Unspecified,6,2
Animal Waste,Unspecified,9,2
Animal Waste,Unspecified,10,1
Animal Waste,Unspecified,11,5
Animal Waste,Unspecified,12,3
Animal Waste,Unspecified,13,1
Animal Waste,Unspecified,16,1
Animal Waste,Unspecified,17,2
Animal Waste,Unspecified,18,3
Animal Waste,Unspecified,19,5
Animal Waste,Unspecified,20,3
Animal Waste,Unspecified,21,1
Animals/Other,BROOKLYN,9,1
Animals/Other,BROOKLYN,12,1
Animals/Other,MANHATTAN,12,1
Announcements,Unspecified,0,2
Announcements,Unspecified,1,2
Announcements,Unspecified,2,1
Announcements,Unspecified,3,2
Announcements,Unspecified,4,3
Announcements,Unspecified,5,1
Announcements,Unspecified,6,3
Announcements,Unspecified,7,2
Announcements,Unspecified,8,7
Announcements,Unspecified,9,16
Announcements,Unspecified,10,3
Announcements,Unspecified,11,3
Announcements,Unspecified,12,5
Announcements,Unspecified,13,5
Announcements,Unspecified,14,1
Announcements,Unspecified,15,3
Announcements,Unspecified,16,5
Announcements,Unspecified,17,3
Announcements,Unspecified,18,7
Announcements,Unspecified,19,7
Announcements,Unspecified,20,5
Announcements,Unspecified,21,5
Announcements,Unspecified,22,2
Announcements,Unspecified,23,4
Annual Report,Unspecified,10,1
Annual Report,Unspecified,11,1
Annual Report,Unspecified,13,2
Annual Report,Unspecified,16,1
Apartment,BRONX,0,2
Apartment,BRONX,8,7
Apartment,BRONX,9,8
Apartment,BRONX,10,12
Apartment,BRONX,11,12
Apartment,BRONX,12,12
Apartment,BRONX,13,10
Apartment,BRONX,14,15
Apartment,BRONX,15,12
Apartment,BRONX,16,6
Apartment,BRONX,17,6
Apartment,BRONX,18,2
Apartment,BRONX,19,6
Apartment,BRONX,20,6
Apartment,BRONX,22,4
Apartment,BROOKLYN,0,1
Apartment,BROOKLYN,1,4
Apartment,BROOKLYN,6,2
Apartment,BROOKLYN,7,1
Apartment,BROOKLYN,8,5
Apartment,BROOKLYN,9,16
Apartment,BROOKLYN,10,23
Apartment,BROOKLYN,11,30
Apartment,BROOKLYN,12,33
Apartment,BROOKLYN,13,25
Apartment,BROOKLYN,14,30
Apartment,BROOKLYN,15,17
Apartment,BROOKLYN,16,21
Apartment,BROOKLYN,17,11
Apartment,BROOKLYN,18,6
Apartment,BROOKLYN,19,5
Apartment,BROOKLYN,20,3
Apartment,BROOKLYN,21,5
Apartment,BROOKLYN,22,2
Apartment,BROOKLYN,23,2
Apartment,MANHATTAN,1,1
Apartment,MANHATTAN,4,2
Apartment,MANHATTAN,5,1
Apartment,MANHATTAN,7,2
Apartment,MANHATTAN,8,4
Apartment,MANHATTAN,9,13
Apartment,MANHATTAN,10,28
Apartment,MANHATTAN,11,27
Apartment,MANHATTAN,12,23
Apartment,MANHATTAN,13,22
Apartment,MANHATTAN,14,23
Apartment,MANHATTAN,15,26
Apartment,MANHATTAN,16,18
Apartment,MANHATTAN,17,10
Apartment,MANHATTAN,18,6
Apartment,MANHATTAN,19,6
Apartment,MANHATTAN,20,4
Apartment,MANHATTAN,21,4
Apartment,MANHATTAN,22,5
Apartment,MANHATTAN,23,3
Apartment,QUEENS,0,1
Apartment,QUEENS,2,1
Apartment,QUEENS,7,5
Apartment,QUEENS,8,6
Apartment,QUEENS,9,6
Apartment,QUEENS,10,15
Apartment,QUEENS,11,12
Apartment,QUEENS,12,9
Apartment,QUEENS,13,12
Apartment,QUEENS,14,8
Apartment,QUEENS,15,11
Apartment,QUEENS,16,4
Apartment,QUEENS,17,6
Apartment,QUEENS,18,2
Apartment,QUEENS,19,2
Apartment,QUEENS,20,5
Apartment,QUEENS,21,3
Apartment,QUEENS,22,1
Apartment,STATEN ISLAND,9,3
Apartment,STATEN ISLAND,10,4
Apartment,STATEN ISLAND,11,2
Apartment,STATEN ISLAND,12,3
Apartment,STATEN ISLAND,14,6
Apartment,STATEN ISLAND,15,1
Apartment,STATEN ISLAND,16,2
Apartment,STATEN ISLAND,17,1
Apartment,Unspecified,11,1
Apartment,Unspecified,17,1
Appeals Division,Unspecified,11,1
Appeals Division,Unspecified,13,1
Appeals Division,Unspecified,16,1
Appeals Division,Unspecified,19,1
Application Appeal,BRONX,7,2
Application Appeal,BRONX,8,3
Application Appeal,BRONX,9,7
Application Appeal,BRONX,10,11
Application Appeal,BRONX,11,19
Application Appeal,BRONX,12,18
Application Appeal,BRONX,13,11
Application Appeal,BRONX,14,14
Application Appeal,BRONX,15,20
Application Appeal,BRONX,16,10
Application Appeal,BRONX,17,1
Application Appeal,BRONX,18,2
Application Appeal,BRONX,19,1
Application Appeal,BROOKLYN,8,6
Application Appeal,BROOKLYN,9,9
Application Appeal,BROOKLYN,10,23
Application Appeal,BROOKLYN,11,25
Application Appeal,BROOKLYN,12,17
Application Appeal,BROOKLYN,13,10
Application Appeal,BROOKLYN,14,20
Application Appeal,BROOKLYN,15,25
Application Appeal,BROOKLYN,16,14
Application Appeal,BROOKLYN,17,8
Application Appeal,BROOKLYN,18,5
Application Appeal,BROOKLYN,19,2
Application Appeal,BROOKLYN,20,2
Application Appeal,BROOKLYN,21,2
Application Appeal,MANHATTAN,2,1
Application Appeal,MANHATTAN,7,1
Application Appeal,MANHATTAN,8,7
Application Appeal,MANHATTAN,9,15
Application Appeal,MANHATTAN,10,24
Application Appeal,MANHATTAN,11,15
Application Appeal,MANHATTAN,12,23
Application Appeal,MANHATTAN,13,22
Application Appeal,MANHATTAN,14,22
Application Appeal,MANHATTAN,15,24
Application Appeal,MANHATTAN,16,12
Application Appeal,MANHATTAN,17,11
Application Appeal,MANHATTAN,18,2
Application Appeal,MANHATTAN,20,1
Application Appeal,MANHATTAN,22,1
Application Appeal,QUEENS,1,1
Application Appeal,QUEENS,2,2
Application Appeal,QUEENS,7,1
Application Appeal,QUEENS,8,6
Application Appeal,QUEENS,9,13
Application Appeal,QUEENS,10,24
Application Appeal,QUEENS,11,11
Application Appeal,QUEENS,12,18
Application Appeal,QUEENS,13,17
Application Appeal,QUEENS,14,15
Application Appeal,QUEENS,15,21
Application Appeal,QUEENS,16,7
Application Appeal,QUEENS,17,3
Application Appeal,QUEENS,18,2
Application Appeal,QUEENS,19,4
Application Appeal,QUEENS,20,2
Application Appeal,QUEENS,21,1
Application Appeal,QUEENS,22,1
Application Appeal,STATEN ISLAND,9,2
Application Appeal,STATEN ISLAND,10,1
Application Appeal,STATEN ISLAND,12,1
Application Appeal,STATEN ISLAND,13,2
Application Appeal,STATEN ISLAND,14,2
Application Appeal,Unspecified,12,3
Application Appeal,Unspecified,13,3
Application Appeal,Unspecified,14,1
Application Appeal,Unspecified,15,1
Application Appeal,Unspecified,16,1
Application Appeal,Unspecified,18,2
Application Portability,BRONX,8,1
Application Portability,BRONX,9,4
Application Portability,BRONX,10,4
Application Portability,BRONX,11,8
Application Portability,BRONX,13,1
Application Portability,BRONX,14,3
Application Portability,BRONX,15,3
Application Portability,BRONX,16,3
Application Portability,BRONX,17,1
Application Portability,BRONX,18,1
Application Portability,BRONX,19,1
Application Portability,BROOKLYN,8,1
Application Portability,BROOKLYN,9,4
Application Portability,BROOKLYN,10,5
Application Portability,BROOKLYN,11,2
Application Portability,BROOKLYN,12,2
Application Portability,BROOKLYN,13,2
Application Portability,BROOKLYN,14,1
Application Portability,BROOKLYN,15,3
Application Portability,BROOKLYN,16,4
Application Portability,BROOKLYN,21,2
Application Portability,MANHATTAN,3,1
Application Portability,MANHATTAN,5,1
Application Portability,MANHATTAN,8,1
Application Portability,MANHATTAN,9,1
Application Portability,MANHATTAN,10,4
Application Portability,MANHATTAN,11,3
Application Portability,MANHATTAN,12,2
Application Portability,MANHATTAN,13,4
Application Portability,MANHATTAN,14,7
Application Portability,MANHATTAN,15,3
Application Portability,MANHATTAN,16,3
Application Portability,QUEENS,9,1
Application Portability,QUEENS,10,4
Application Portability,QUEENS,11,4
Application Portability,QUEENS,12,3
Application Portability,QUEENS,13,8
Application Portability,QUEENS,14,1
Application Portability,QUEENS,15,3
Application Portability,QUEENS,17,1
Application Portability,QUEENS,19,2
Application Portability,STATEN ISLAND,14,1
Application Portability,STATEN ISLAND,15,1
Application Portability,Unspecified,11,3
Application Portability,Unspecified,12,1
Application Portability,Unspecified,14,2
Application Portability,Unspecified,16,1
Application Renewal,BRONX,0,2
Application Renewal,BRONX,2,3
Application Renewal,BRONX,5,2
Application Renewal,BRONX,6,4
Application Renewal,BRONX,7,12
Application Renewal,BRONX,8,62
Application Renewal,BRONX,9,221
Application Renewal,BRONX,10,250
Application Renewal,BRONX,11,264
Application Renewal,BRONX,12,220
Application Renewal,BRONX,13,226
Application Renewal,BRONX,14,219
Application Renewal,BRONX,15,185
Application Renewal,BRONX,16,166
Application Renewal,BRONX,17,52
Application Renewal,BRONX,18,38
Application Renewal,BRONX,19,36
Application Renewal,BRONX,20,20
Application Renewal,BRONX,21,11
Application Renewal,BRONX,22,13
Application Renewal,BRONX,23,9
Application Renewal,BROOKLYN,0,2
Application Renewal,BROOKLYN,1,3
Application Renewal,BROOKLYN,2,3
Application Renewal,BROOKLYN,3,1
Application Renewal,BROOKLYN,4,1
Application Renewal,BROOKLYN,6,3
Application Renewal,BROOKLYN,7,17
Application Renewal,BROOKLYN,8,111
Application Renewal,BROOKLYN,9,327
Application Renewal,BROOKLYN,10,427
Application Renewal,BROOKLYN,11,415
Application Renewal,BROOKLYN,12,360
Application Renewal,BROOKLYN,13,346
Application Renewal,BROOKLYN,14,332
Application Renewal,BROOKLYN,15,340
Application Renewal,BROOKLYN,16,253
Application Renewal,BROOKLYN,17,113
Application Renewal,BROOKLYN,18,59
Application Renewal,BROOKLYN,19,34
Application Renewal,BROOKLYN,20,29
Application Renewal,BROOKLYN,21,19
Application Renewal,BROOKLYN,22,11
Application Renewal,BROOKLYN,23,8
Application Renewal,MANHATTAN,0,9
Application Renewal,MANHATTAN,1,1
Application Renewal,MANHATTAN,2,4
Application Renewal,MANHATTAN,3,1
Application Renewal,MANHATTAN,4,2
Application Renewal,MANHATTAN,5,2
Application Renewal,MANHATTAN,6,4
Application Renewal,MANHATTAN,7,17
Application Renewal,MANHATTAN,8,82
Application Renewal,MANHATTAN,9,342
Application Renewal,MANHATTAN,10,418
Application Renewal,MANHATTAN,11,428
Application Renewal,MANHATTAN,12,352
Application Renewal,MANHATTAN,13,353
Application Renewal,MANHATTAN,14,395
Application Renewal,MANHATTAN,15,392
Application Renewal,MANHATTAN,16,303
Application Renewal,MANHATTAN,17,127
Application Renewal,MANHATTAN,18,55
Application Renewal,MANHATTAN,19,47
Application Renewal,MANHATTAN,20,27
Application Renewal,MANHATTAN,21,20
Application Renewal,MANHATTAN,22,12
Application Renewal,MANHATTAN,23,6
Application Renewal,QUEENS,0,3
Application Renewal,QUEENS,1,2
Application Renewal,QUEENS,2,3
Application Renewal,QUEENS,5,2
Application Renewal,QUEENS,6,7
Application Renewal,QUEENS,7,13
Application Renewal,QUEENS,8,88
Application Renewal,QUEENS,9,287
Application Renewal,QUEENS,10,331
Application Renewal,QUEENS,11,315
Application Renewal,QUEENS,12,293
Application Renewal,QUEENS,13,304
Application Renewal,QUEENS,14,316
Application Renewal,QUEENS,15,324
Application Renewal,QUEENS,16,264
Application Renewal,QUEENS,17,85
Application Renewal,QUEENS,18,66
Application Renewal,QUEENS,19,41
Application Renewal,QUEENS,20,21
Application Renewal,QUEENS,21,13
Application Renewal,QUEENS,22,9
Application Renewal,QUEENS,23,8
Application Renewal,STATEN ISLAND,1,1
Application Renewal,STATEN ISLAND,8,2
Application Renewal,STATEN ISLAND,9,26
Application Renewal,STATEN ISLAND,10,22
Application Renewal,STATEN ISLAND,11,15
Application Renewal,STATEN ISLAND,12,16
Application Renewal,STATEN ISLAND,13,25
Application Renewal,STATEN ISLAND,14,17
Application Renewal,STATEN ISLAND,15,14
Application Renewal,STATEN ISLAND,16,6
Application Renewal,STATEN ISLAND,17,8
Application Renewal,STATEN ISLAND,18,1
Application Renewal,STATEN ISLAND,19,1
Application Renewal,STATEN ISLAND,20,1
Application Renewal,STATEN ISLAND,23,1
Application Renewal,Unspecified,2,1
Application Renewal,Unspecified,5,1
Application Renewal,Unspecified,7,1
Application Renewal,Unspecified,8,5
Application Renewal,Unspecified,9,11
Application Renewal,Unspecified,10,12
Application Renewal,Unspecified,11,21
Application Renewal,Unspecified,12,12
Application Renewal,Unspecified,13,22
Application Renewal,Unspecified,14,16
Application Renewal,Unspecified,15,24
Application Renewal,Unspecified,16,22
Application Renewal,Unspecified,17,15
Application Renewal,Unspecified,18,7
Application Renewal,Unspecified,19,5
Application Renewal,Unspecified,20,4
Application Renewal,Unspecified,21,2
Applied to Wrong Ticket,Unspecified,5,1
Applied to Wrong Ticket,Unspecified,7,4
Applied to Wrong Ticket,Unspecified,8,227
Applied to Wrong Ticket,Unspecified,9,470
Applied to Wrong Ticket,Unspecified,10,522
Applied to Wrong Ticket,Unspecified,11,510
Applied to Wrong Ticket,Unspecified,12,461
Applied to Wrong Ticket,Unspecified,13,452
Applied to Wrong Ticket,Unspecified,14,427
Applied to Wrong Ticket,Unspecified,15,419
Applied to Wrong Ticket,Unspecified,16,402
Applied to Wrong Ticket,Unspecified,17,37
Applied to Wrong Ticket,Unspecified,18,3
Applied to Wrong Ticket,Unspecified,19,5
Applied to Wrong Ticket,Unspecified,20,4
Applied to Wrong Ticket,Unspecified,21,2
Apply Payment or Credit,BRONX,8,5
Apply Payment or Credit,BRONX,9,8
Apply Payment or Credit,BRONX,10,14
Apply Payment or Credit,BRONX,11,15
Apply Payment or Credit,BRONX,12,20
Apply Payment or Credit,BRONX,13,9
Apply Payment or Credit,BRONX,14,12
Apply Payment or Credit,BRONX,15,12
Apply Payment or Credit,BRONX,16,5
Apply Payment or Credit,BRONX,17,1
Apply Payment or Credit,BROOKLYN,8,18
Apply Payment or Credit,BROOKLYN,9,35
Apply Payment or Credit,BROOKLYN,10,52
Apply Payment or Credit,BROOKLYN,11,39
Apply Payment or Credit,BROOKLYN,12,39
Apply Payment or Credit,BROOKLYN,13,29
Apply Payment or Credit,BROOKLYN,14,52
Apply Payment or Credit,BROOKLYN,15,41
Apply Payment or Credit,BROOKLYN,16,35
Apply Payment or Credit,BROOKLYN,17,2
Apply Payment or Credit,BROOKLYN,18,2
Apply Payment or Credit,MANHATTAN,8,17
Apply Payment or Credit,MANHATTAN,9,25
Apply Payment or Credit,MANHATTAN,10,38
Apply Payment or Credit,MANHATTAN,11,28
Apply Payment or Credit,MANHATTAN,12,43
Apply Payment or Credit,MANHATTAN,13,24
Apply Payment or Credit,MANHATTAN,14,28
Apply Payment or Credit,MANHATTAN,15,22
Apply Payment or Credit,MANHATTAN,16,30
Apply Payment or Credit,MANHATTAN,17,2
Apply Payment or Credit,MANHATTAN,18,1
Apply Payment or Credit,MANHATTAN,20,1
Apply Payment or Credit,QUEENS,8,18
Apply Payment or Credit,QUEENS,9,70
Apply Payment or Credit,QUEENS,10,76
Apply Payment or Credit,QUEENS,11,65
Apply Payment or Credit,QUEENS,12,69
Apply Payment or Credit,QUEENS,13,49
Apply Payment or Credit,QUEENS,14,57
Apply Payment or Credit,QUEENS,15,73
Apply Payment or Credit,QUEENS,16,46
Apply Payment or Credit,QUEENS,17,7
Apply Payment or Credit,QUEENS,18,2
Apply Payment or Credit,STATEN ISLAND,8,14
Apply Payment or Credit,STATEN ISLAND,9,33
Apply Payment or Credit,STATEN ISLAND,10,41
Apply Payment or Credit,STATEN ISLAND,11,27
Apply Payment or Credit,STATEN ISLAND,12,44
Apply Payment or Credit,STATEN ISLAND,13,31
Apply Payment or Credit,STATEN ISLAND,14,43
Apply Payment or Credit,STATEN ISLAND,15,37
Apply Payment or Credit,STATEN ISLAND,16,26
Apply Payment or Credit,STATEN ISLAND,17,5
Apply Payment or Credit,STATEN ISLAND,22,1
Arcade,BRONX,13,1
Arcade,BRONX,21,1
Arcade,BROOKLYN,1,3
Arcade,BROOKLYN,14,2
Arcade,BROOKLYN,18,1
Arcade,BROOKLYN,20,1
Arcade,MANHATTAN,23,1
Article 8A Loan Program,Unspecified,8,1
Article 8A Loan Program,Unspecified,9,1
Article 8A Loan Program,Unspecified,10,1
Article 8A Loan Program,Unspecified,11,4
Article 8A Loan Program,Unspecified,13,4
Article 8A Loan Program,Unspecified,15,2
Article 8A Loan Program,Unspecified,16,1
Article 8A Loan Program,Unspecified,17,1
Asbestos,BRONX,9,2
Asbestos,BRONX,10,6
Asbestos,BRONX,11,1
Asbestos,BRONX,12,1
Asbestos,BRONX,14,2
Asbestos,BRONX,15,2
Asbestos,BRONX,16,2
Asbestos,BRONX,17,2
Asbestos,BRONX,18,2
Asbestos,BROOKLYN,8,2
Asbestos,BROOKLYN,9,5
Asbestos,BROOKLYN,10,3
Asbestos,BROOKLYN,11,3
Asbestos,BROOKLYN,12,3
Asbestos,BROOKLYN,13,1
Asbestos,BROOKLYN,14,1
Asbestos,BROOKLYN,15,3
